env_package	samp_size	count
	1122	1
	200.29mg	1
	200.33mg	1
	43Gbp	1
	351 individual	1
	3509513265	1
	35057	1
	35036	1
	0.0833	1
	350 individual	1
	35.83 ng/ul	1
	35.80 ng/ul	1
	35.14 ng/ul	1
	35 pooled cores (depth 10 cm, diam 5 cm)	1
	35 pieces of feces	1
	35 insects	1
	35 individual	1
	35 g	1
	35 cysts	1
	35 cm diameter core; 0-3cm core depth	1
	0.084 g	1
	35 L	1
	35 - 4 cm in any single dimension tissue biopsy	1
	0.0840 g	1
	34µL	1
	34¦ÌL	1
	34Gbp	1
	349628886	1
	34956	1
	3493374	1
	349 individual	1
	34896	1
	351	1
	35157	1
	334 individual	1
	35161	1
	35µL	1
	35¦ÌL	1
	35mg	1
	35L.min air collected for in two filter of 72h samples	1
	35924	1
	359 individual	1
	359	1
	3581	1
	358 individual	1
	35719	1
	3570 mL	1
	357 individual	1
	3563590523	1
	35622290	1
	3560 milligrams	1
	356 individual	1
	3550 mL	1
	355 ml	1
	355 individual	1
	3549912436	1
	3540 mL	1
	354 individual	1
	35336	1
	353 individual	1
	3524366237	1
	352 individual	1
	3517kb	1
	3484155	1
	348 individual	1
	348	1
	34797	1
	34,2mg	1
	34,11mg	1
	34 samples were collected in triplicates (102 in total)	1
	34 pooled cores (depth 10 cm, diam 5 cm)	1
	34 individual	1
	34 cm2	1
	34 L	1
	34 - 4 cm in any single dimension tissue biopsy	1
	0.0841 g	1
	33µL	1
	33¦ÌL	1
	0.0852	1
	33910	1
	339 individual	1
	339	1
	3386718871	1
	3380 mL	1
	338 individual	1
	33726	1
	33717	1
	3370 mL	1
	337 individual	1
	336 samples	1
	336 individual	1
	33520	1
	335191326	1
	335 individual	1
	34.07 ng/ul	1
	34.5L	1
	34.60 ng/ul	1
	345 individual	1
	347125791	1
	34710	1
	347 individual	1
	346mL	1
	3469	1
	34677	1
	346 individual	1
	346	1
	3457901	1
	34555	1
	3450ml	1
	345 ml	1
	344 individual	1
	34.81 ng/ul	1
	344	1
	3436.65 ng	1
	34312	1
	343 individual	1
	343	1
	342 individual	1
	3418802	1
	341 individual	1
	341	1
	34085	1
	340 milligrams	1
	340 individual	1
	36 - 4 cm in any single dimension tissue biopsy	1
	36 L	1
	36 individual	1
	370 individual	1
	37737	1
	3770 mL	1
	377 individual	1
	377 bp	1
	377	1
	3765 mL	1
	376 individual	1
	376	1
	3753260659	1
	375 ml	1
	375 mL	1
	375 individual	1
	375	1
	374 individual	1
	374	1
	37347	1
	3730 mL	1
	373 individual	1
	37245	1
	3720 mL	1
	372 individual	1
	37195	1
	37107	1
	371 individual	1
	371	1
	3707752969	1
	370 ml filtered	1
	378 individual	1
	37893462	1
	379	1
	380 mL	1
	38325	1
	383 individual	1
	383	1
	3820 ml	1
	382 individual	1
	3819866	1
	38110	1
	3810 mL	1
	381 individual	1
	381	1
	3806	1
	3800 ml	1
	380 individual	1
	379 individual	1
	38.79 ng/ul	1
	38.7 ng/uL DNA	1
	38 pooled cores (depth 10 cm, diam 5 cm)	1
	38 liters	1
	38 individual	1
	38 L	1
	38 - 4 cm in any single dimension tissue biopsy	1
	0.082 g	1
	37µL	1
	37¦ÌL	1
	37Gbp	1
	37G	1
	370 milligrams	1
	370	1
	36 pooled cores (depth 10 cm, diam 5 cm)	1
	37.77 ng/ul	1
	3657090596	1
	3650 mL	1
	365 individual	1
	365	1
	36431	1
	3640 mL	1
	364 individual	1
	3634672	1
	36333	1
	363 individual	1
	363	1
	36217	1
	362 individual	1
	36118	1
	3610156937	1
	3610 ml	1
	361 individual	1
	361	1
	3607054584	1
	3606 l	1
	3600 l	1
	360 mL	1
	360 individual	1
	36.93 ng/ul	1
	36.91 ng/ul	1
	36.6L	1
	36.2 g dry cryoconite	1
	366	1
	366 individual	1
	36632244	1
	36L	1
	37.5	1
	37.16 ng/ul	1
	37,2mg	1
	37 pooled cores (depth 10 cm, diam 5 cm)	1
	37 pieces of feces	1
	37 individual	1
	0.0829 g	1
	37 L	1
	37 - 4 cm in any single dimension tissue biopsy	1
	0.083	1
	36µL	1
	36¦ÌL	1
	36Gbp	1
	366390	1
	369 individual	1
	369	1
	3680 mL	1
	368 individual	1
	367897	1
	3676792	1
	36758	1
	3672	1
	3670 mL	1
	367 individual	1
	367	1
	366Mpb	1
	33423	1
	334	1
	3.95	1
	309 individual	1
	3087	1
	30862659	1
	3085529379	1
	308124	1
	3080 ml	1
	308 individual	1
	308 g	1
	308	1
	307 individual	1
	307 g	1
	307	1
	30699	1
	30621	1
	30607824	1
	306 individual	1
	306 g	1
	305mg	1
	3052	1
	305 ml	1
	305 individual	1
	305 g	1
	304Mpb	1
	3048809379	1
	30479924	1
	3040 l	1
	304 individual	1
	304 honeybees	1
	309 g	1
	30928	1
	333 individual	1
	3093804635	1
	3101882	1
	310187	1
	310 ml	1
	310 individual	1
	310 g	1
	31.9 g	1
	31.8Mb	1
	31.59 ng/ul	1
	31.13 ng/ul	1
	31 pooled cores (depth 10 cm, diam 5 cm)	1
	31 pieces of feces	1
	31 individual	1
	31 g dry cryoconite	1
	31 cm2	1
	31 cm diameter core; 0-3cm core depth	1
	31 L	1
	31 - 4 cm in any single dimension tissue biopsy	1
	0.0884	1
	0.09 g	1
	0.0919 g	1
	0.0927	1
	30mg	1
	30mL	1
	0.095	1
	0.09668 g	1
	0.0991 g	1
	30968067	1
	304 g	1
	304	1
	30379	1
	30365200	1
	0.102 g	1
	0.103	1
	30.9 g	1
	30.68 ng/ul	1
	30.58 ng/ul	1
	30.48 ng/ul	1
	0.104	1
	30.3 g	1
	30.08 ng/ul	1
	30.02 ng/ul	1
	30-Sep-11	1
	30 samples collected over 86 days	1
	30 pooled cores (depth 10 cm, diam 5 cm)	1
	0.106 g	1
	0.1062 g	1
	0.108	1
	30 isolates pooled	1
	30 individual	1
	0.108 g	1
	0.109	1
	0.1091 g	1
	0.11	1
	30 cm2	1
	30 Liters form the field	1
	0.111 g	1
	30 - 4 cm in any single dimension tissue biopsy	1
	0.112 g	1
	300 g per sample	1
	300 gm soil	1
	0.102	1
	30153	1
	3034	1
	3031	1
	3030 mL	1
	303 individual	1
	303 g	1
	303	1
	3021966	1
	30204	1
	0.0994 g	1
	302 individual	1
	302 g	1
	302	1
	301 individual	1
	300 individual	1
	301 g	1
	301	1
	0.100 L	1
	0.1005	1
	3007471	1
	30010772	1
	300 nm	1
	300 ml filtered	1
	0.1009 g	1
	300 mg of activated sludge retained on 1.2-micrometer filter paper after vacuum filtration	1
	300 mL hot tap water	1
	0.1013 g	1
	3103578473	1
	311	1
	311 g	1
	323	1
	329 individual	1
	329	1
	3286	1
	32834	1
	3281	1
	328 individual	1
	3270664	1
	327 individual	1
	327 g	1
	327	1
	32685169	1
	32668	1
	326035894	1
	326.6 mg	1
	326 individual	1
	326 g	1
	326	1
	32525	1
	325 individual	1
	325 g	1
	32481	1
	32468781	1
	324 individual	1
	324 g	1
	32378414	1
	3230 mL	1
	323 individual	1
	3290 mL	1
	32906	1
	329mL	1
	33.95 ng/ul	1
	33299	1
	3327069	1
	3325 bp	1
	33219	1
	332 individual	1
	332	1
	331 individual	1
	331	1
	330mg	1
	330550	1
	330 individual	1
	330	1
	33.94 ng/ul	1
	32¦ÌL	1
	33.631kb	1
	33.20 ng/ul	1
	33.00 mg	1
	33 pooled cores (depth 10 cm, diam 5 cm)	1
	33 pieces of feces	1
	33 individual	1
	33 g	1
	33 cm2	1
	33 L	1
	33 - 4 cm in any single dimension tissue biopsy	1
	0.0853 g	1
	32µL	1
	323 g	1
	32224	1
	311 individual	1
	322 individual	1
	318 individual	1
	318 g	1
	318	1
	0.088	1
	317790	1
	3173885	1
	31738471	1
	317 individual	1
	317 g	1
	316 individual	1
	316 g	1
	316	1
	31579677	1
	315 mL	1
	315 individual	1
	315 g	1
	3143149 bp	1
	3142358591	1
	314 individual	1
	314 g	1
	313 individual	1
	313 g	1
	31228693000	1
	312 individual	1
	312 g	1
	3119kb	1
	31144	1
	31879	1
	31881	1
	319	1
	32.4 g	1
	322 g	1
	322	1
	321 individual	1
	321 g	1
	320667	1
	32048	1
	3200 ml	1
	320 individual	1
	320 g	1
	320	1
	32.5	1
	32.46 ng/ul	1
	32.0 g	1
	319 g	1
	32 pooled cores (depth 10 cm, diam 5 cm)	1
	32 individual	1
	32 cm2	1
	32 L	1
	32 - 4 cm in any single dimension tissue biopsy	1
	0.087 g	1
	31¦ÌL	1
	319Mpb	1
	3194940	1
	3191	1
	31906	1
	319 individual	1
	3833047388	1
	384	1
	384 individual	1
	410 ml	1
	410 g	1
	41,42mg	1
	41 pooled cores (depth 10 cm, diam 5 cm)	1
	41 individual	1
	41 L	1
	41 - 4 cm in any single dimension tissue biopsy	1
	0.045 g	1
	0.0453	1
	40mL of stream water	1
	40mL	1
	0.0458	1
	409Mpb	1
	4096618800	1
	4092832000	1
	409 individual	1
	409	1
	408Mpb	1
	4087760	1
	4086167800	1
	40846	1
	4083748600	1
	40804	1
	4080298800	1
	408 individual	1
	40759	1
	40718	1
	407 individual	1
	410 individual	1
	4100137000	1
	38485	1
	410246827	1
	41492	1
	4145967	1
	4141665600	1
	41400L	1
	414 individual	1
	414	1
	41394	1
	4138262	1
	413 individual	1
	413	1
	41270	1
	41236651	1
	4122931400	1
	4122513200	1
	412 individual	1
	412	1
	4118789800	1
	4116427	1
	41128	1
	41115	1
	411 individual	1
	411	1
	410Mpb	1
	41090	1
	4108962800	1
	4108	1
	41025	1
	407	1
	40695	1
	4068776	1
	40668	1
	0.047 g	1
	400L	1
	40027	1
	400152	1
	4000 L	1
	400 milliliter of lab double distilled water	1
	0.049	1
	400 individual	1
	400 grams	1
	400 g	1
	40.21 ng/ul	1
	0.052 g	1
	0.052399999999999995	1
	40 pooled cores of 50-mm diam. Samples to 50 mm depth from 8500-m2 area	1
	40 pooled cores of 50-mm diam. Samples to 50 mm depth from 8000-m2 area	1
	40 pooled cores of 50-mm diam. Samples to 50 mm depth from 700-m2 area	1
	40 pooled cores of 50-mm diam. Samples to 50 mm depth from 500-m2 area	1
	0.0526	1
	0.053 g	1
	40 pooled cores of 50-mm diam. Samples to 50 mm depth from 100-m2 area	1
	40 pooled cores (depth 10 cm, diam 5 cm)	1
	0.056 g	1
	0.057 g	1
	40 individual	1
	0.059	1
	40 cysts	1
	40 Individuals	1
	0.047	1
	0.0469	1
	400ml	1
	405 ml filtered	1
	4063959372	1
	40606333	1
	4060097	1
	4060 ml	1
	406 individual	1
	406	1
	405757	1
	40574	1
	40550	1
	40511	1
	4050 mL	1
	405.2 mg	1
	405 individual	1
	401	1
	405	1
	404 individual	1
	404	1
	40353	1
	403 individual	1
	403	1
	4026741210	1
	40201	1
	402 individual	1
	40174	1
	40170847	1
	401 individual	1
	415	1
	415 individual	1
	4152549600	1
	42680	1
	43064	1
	4306267928	1
	43006	1
	430 ml	1
	430 individual	1
	430	1
	43.73 ng/ul	1
	43 pooled cores (depth 10 cm, diam 5 cm)	1
	43 individual	1
	43 cm diameter core; 0-3cm core depth	1
	43 L	1
	43 - 4 cm in any single dimension tissue biopsy	1
	0.0431	1
	42L	1
	42Gbp	1
	42976	1
	429733	1
	4295 mL	1
	42942	1
	429 individual	1
	428mL	1
	42887	1
	428338774	1
	42815	1
	428.1L	1
	428 individual	1
	42714	1
	430mg	1
	431	1
	431 individual	1
	43587	1
	4391034	1
	439 individual	1
	439	1
	43899 bp	1
	43815	1
	438 individual	1
	43727	1
	437 individual	1
	437	1
	4364840924	1
	43617	1
	436 individual	1
	43546	1
	43175	1
	43529	1
	435 individual	1
	4349436204	1
	43482	1
	4340 mL	1
	434 individual	1
	433 individual	1
	433	1
	432Mpb	1
	4329034965	1
	432 individual	1
	43188	1
	427 individual	1
	42630	1
	41526	1
	42605 bp	1
	42080	1
	42043	1
	42015	1
	4200 mL	1
	420 milligrams	1
	420 individual	1
	420 g	1
	42.55 ng/ul	1
	42.19 ng/ul	1
	42 pooled cores (depth 10 cm, diam 5 cm)	1
	42 individual	1
	42 g	1
	42 L	1
	42 - 4 cm in any single dimension tissue biopsy	1
	4193973900	1
	419 individual	1
	419	1
	418 individual	1
	418	1
	417 individual	1
	417	1
	41699296	1
	4167	1
	4164408112	1
	416 individual	1
	416	1
	41586408	1
	420Mb	1
	420mg	1
	421 individual	1
	42349	1
	426 individual	1
	426	1
	42598	1
	425094286	1
	425 individual	1
	42472	1
	42408	1
	424 individual	1
	424	1
	42378	1
	42368	1
	4236688500	1
	4232629469	1
	421859915	1
	423 individual	1
	423	1
	42273	1
	42254	1
	42249	1
	422353	1
	4221929914	1
	42209	1
	42208	1
	422 individual	1
	422	1
	42194	1
	40 - 4 cm in any single dimension tissue biopsy	1
	0.05_g	1
	4.99Mb	1
	395 individual	1
	3g (wet)	1
	3Mb	1
	0.0803	1
	0.081	1
	0.0819	1
	3AM4_D1	1
	3: (adults=2; chicks=1)	1
	39971	1
	399664	1
	39964593	1
	39921	1
	399 individual	1
	398Mpb	1
	39837	1
	39828	1
	398 individual	1
	397 individual	1
	397	1
	3969307	1
	3968591082	1
	39613	1
	3960 mL	1
	396 individual	1
	396	1
	39585	1
	3955	1
	39523248	1
	3gm	1
	3lb 11oz	1
	3lb 13oz	1
	3yd2A_2	1
	3yd3F_2	1
	3yd3F_1	1
	3yd3A_3	1
	3yd3A_2	1
	3yd3A_1	1
	3yd2S_3	1
	3yd2S_2	1
	3yd2S_1	1
	3yd2F_3	1
	3yd2F_2	1
	3yd2F_1	1
	3yd2A_3	1
	3yd2A_1	1
	3lb 4oz	1
	3yd1S_3	1
	3yd1S_2	1
	3yd1S_1	1
	3yd1F_3	1
	3yd1F_2	1
	3yd1F_1	1
	3yd1A_3	1
	3yd1A_2	1
	3yd1A_1	1
	0.08	1
	0.08 g	1
	3lb 6oz	1
	39500	1
	395	1
	3yd3S_1	1
	394Mpb	1
	39 L	1
	39 - 4 cm in any single dimension tissue biopsy	1
	0.082	1
	38990	1
	38984	1
	3890 mL	1
	389 individual	1
	389	1
	3885739392	1
	3880 mL	1
	388 individual	1
	388	1
	3873888	1
	38701	1
	387 individual	1
	387	1
	38698	1
	3867825273	1
	3865 mL	1
	386 individual	1
	3856650225	1
	3850 mL	1
	385 ml	1
	385 individual	1
	385	1
	38498855	1
	38493	1
	39 cm diameter core; 0-3cm core depth	1
	39 individual	1
	39 ml	1
	391 individual	1
	3947800530	1
	394365700	1
	3941618	1
	394 individual	1
	394	1
	3936859243	1
	3930 mL	1
	393 individual	1
	39255	1
	39221	1
	392 individual	1
	392	1
	391	1
	39 pooled cores (depth 10 cm, diam 5 cm)	1
	39095	1
	3905 mL	1
	39048	1
	39030	1
	39014	1
	3900 mL	1
	390 individual	1
	390 g	1
	390	1
	39.76 ng/ul	1
	39.23 ng/ul	1
	39,91mg	1
	3yd3F_3	1
	3yd3S_2	1
	4.98	1
	0.078	1
	4.11 gram	1
	4.1 cm	1
	4.07M	1
	4.05 L	1
	4.03Mb	1
	0.067	1
	4.0	1
	0.067 g	1
	4,8mg	1
	4,782,132	1
	4,6mg	1
	4,4mg	1
	4,2mg	1
	4 tons	1
	0.07	1
	4 sets of murine eyes were used for this sample	1
	4 melons	1
	0.071	1
	0.0720 g	1
	0.0732 g	1
	0.074 g	1
	4 kg	1
	4 individual	1
	4 gallons	1
	0.075	1
	4 colonies	1
	4 biological replicates, pooled	1
	4.125 L	1
	4.12_g	1
	4.19MB	1
	4.6L	1
	4.94Mb	1
	4.91 mg	1
	4.8cm	1
	4.88Mb	1
	4.83Mb	1
	4.8 g	1
	4.8 L	1
	4.8	1
	4.7Mb	1
	4.75MB	1
	4.72 mg	1
	0.061	1
	0.0611 g	1
	4.2 g	1
	4.54Mb	1
	4.53 ng	1
	4.51 mg	1
	4.5 g	1
	4.4 cm diameter, 10 cm deep	1
	4.4	1
	0.066	1
	4.32_g	1
	4.3 liters	1
	4.28 mg	1
	4.25Mb	1
	4.22Mb	1
	4 animals	1
	4 BECR metagenomes	1
	3yd3S_3	1
	4 50 ml tubes	1
	3yd6S_3	1
	3yd6S_2	1
	3yd6S_1	1
	3yd6F_3	1
	3yd6F_2	1
	3yd6F_1	1
	3yd6A_3	1
	3yd6A_2	1
	3yd6A_1	1
	3yd5S_3	1
	3yd5S_2	1
	3yd5S_1	1
	3yd5F_3	1
	3yd5F_2	1
	3yd5F_1	1
	3yd5A_3	1
	3yd5A_2	1
	3yd5A_1	1
	3yd4S_3	1
	3yd4S_2	1
	3yd4S_1	1
	3yd4F_3	1
	3yd4F_2	1
	3yd4F_1	1
	3yd4A_3	1
	3yd4A_2	1
	3yd4A_1	1
	3yd7A_1	1
	3yd7A_2	1
	3yd7A_3	1
	3yd8S_3	1
	0.078 g	1
	4 - 4 cm in any single dimension tissue biopsy	1
	0.07_g	1
	3yd9S_3	1
	3yd9S_2	1
	3yd9S_1	1
	3yd9F_3	1
	3yd9F_2	1
	3yd9F_1	1
	3yd9A_3	1
	3yd9A_2	1
	3yd9A_1	1
	3yd8S_2	1
	3yd7F_1	1
	3yd8S_1	1
	3yd8F_3	1
	3yd8F_2	1
	3yd8F_1	1
	3yd8A_3	1
	3yd8A_2	1
	3yd8A_1	1
	3yd7S_3	1
	3yd7S_2	1
	3yd7S_1	1
	3yd7F_3	1
	3yd7F_2	1
	3.95 L	1
	3.94 gram	1
	200.36mg	1
	232 individual	1
	231 individual	1
	231 - 4 cm in any single dimension tissue biopsy	1
	230mg	1
	23068202	1
	230036	1
	230017	1
	230 individual	1
	230 - 4 cm in any single dimension tissue biopsy	1
	23.98 ng/ul	1
	23.97 ng/ul	1
	23.30 ng/ul	1
	23 pooled cores (depth 10 cm, diam 5 cm)	1
	23 pieces of feces	1
	23 individual	1
	23 g	1
	23 cm2	1
	23 cm diameter core; 0-3cm core depth	1
	23 L	1
	23 Cloacal swabs	1
	23 - 4 cm in any single dimension tissue biopsy	1
	22mL	1
	2298	1
	2290	1
	229 mg	1
	229 individual	1
	229 - 4 cm in any single dimension tissue biopsy	1
	229	1
	232 - 4 cm in any single dimension tissue biopsy	1
	232 mg	1
	22.3 Kg of sheep rumen digester and 28.4 Kg Goat rumen digester	1
	232038	1
	237 individual	1
	237 fecal samples	1
	237 - 4 cm in any single dimension tissue biopsy	1
	237	1
	236813	1
	2363934	1
	2360033031	1
	236 mg	1
	236 individual	1
	236 - 4 cm in any single dimension tissue biopsy	1
	235317	1
	2350	1
	235 mg	1
	235 individual	1
	235 - 4 cm in any single dimension tissue biopsy	1
	2345	1
	2343968	1
	2340 milligrams	1
	234 mg	1
	234 individual	1
	234 - 4 cm in any single dimension tissue biopsy	1
	23332	1
	2332	1
	233 mg	1
	233 individual	1
	233 - 4 cm in any single dimension tissue biopsy	1
	2324115085	1
	22877523	1
	228196645	1
	22817	1
	2280 l	1
	2240 ml	1
	2240	1
	224 mg	1
	224 individual	1
	224 - 4 cm in any single dimension tissue biopsy	1
	22394	1
	22387	1
	2236060	1
	223.41	1
	223 mg	1
	223 mL	1
	223 individual	1
	223 - 4 cm in any single dimension tissue biopsy	1
	222569293	1
	222157	1
	2220309kb	1
	222 individual	1
	222 - 4 cm in any single dimension tissue biopsy	1
	22163	1
	221 individual	1
	221 - 4 cm in any single dimension tissue biopsy	1
	22011	1
	220 individual	1
	220 - 4 cm in any single dimension tissue biopsy	1
	22.9cm	1
	22.4 cm	1
	22.33 ng/ul	1
	2246828986	1
	224768	1
	2249	1
	226984337	1
	228 mg	1
	228 individual	1
	228 - 4 cm in any single dimension tissue biopsy	1
	228	1
	22758	1
	22711193	1
	2270 mL	1
	227 soil samples evenly distributed in a 16hectare mature forest	1
	227 mg	1
	227 individual	1
	227 - 4 cm in any single dimension tissue biopsy	1
	227	1
	22612	1
	224Mbp	1
	226 mg	1
	226 individual	1
	226 - 4 cm in any single dimension tissue biopsy	1
	22546	1
	2251677494	1
	2250 mL	1
	225.2kb	1
	0.2504 g	1
	225 mg	1
	225 individual	1
	225 L	1
	225 - 4 cm in any single dimension tissue biopsy	1
	237 mg	1
	2374079637	1
	23785953	1
	246 mg	1
	0.228 g	1
	0.23 g	1
	25 isolates pooled	1
	25 individual	1
	0.2325 g	1
	0.234 g	1
	0.24	1
	0.24 g	1
	25 - 4 cm in any single dimension tissue biopsy	1
	0.243	1
	24g	1
	2493551kb	1
	249 mg	1
	249 individual	1
	249 - 4 cm in any single dimension tissue biopsy	1
	248 mg	1
	248 individual	1
	248 - 4 cm in any single dimension tissue biopsy	1
	0.247 g	1
	247cm	1
	247800	1
	247 mg	1
	247 mL	1
	247 individual	1
	247 - 4 cm in any single dimension tissue biopsy	1
	0.2482g	1
	246827	1
	25 ml	1
	25 pieces of feces	1
	25 pooled cores (depth 10 cm, diam 5 cm)	1
	250 gm	1
	2500	1
	0.2111 g	1
	0.2113 g	1
	0.215 g	1
	0.217 g	1
	0.218 g	1
	0.219 g	1
	0.2227 g	1
	0.224 g	1
	250 liters	1
	250 individual	1
	250 gm soil	1
	0.225g	1
	0.2277g	1
	0.226 g	1
	0.227 g	1
	250 -500 mg of soil	1
	250 - 4 cm in any single dimension tissue biopsy	1
	0.2272 g	1
	25.91 ng/ul	1
	25.68 ng/ul	1
	25.40 ng/ul	1
	25.30 ng/ul	1
	25.01 ng/ul	1
	25,7 ng/ul	1
	25,3mg	1
	24676 Mb	1
	246 individual	1
	238	1
	246 - 4 cm in any single dimension tissue biopsy	1
	24.74	1
	24.3cm	1
	24.37 mg	1
	24.35 ng/ul	1
	24.02 ng/ul	1
	24-27cm	1
	24,5 ng/ul	1
	24 pooled cores (depth 10 cm, diam 5 cm)	1
	24 individual	1
	24 g	1
	24 cm2	1
	24 L	1
	24 - 4 cm in any single dimension tissue biopsy	1
	23L	1
	23922 Mb	1
	2390 ml	1
	239.7L	1
	239 mg	1
	239 individual	1
	239 bees	1
	239 - 4 cm in any single dimension tissue biopsy	1
	23878413	1
	2385472	1
	238 mg	1
	238 individual	1
	238 guts	1
	238 - 4 cm in any single dimension tissue biopsy	1
	24.95 ng/ul	1
	240 - 4 cm in any single dimension tissue biopsy	1
	240 individual	1
	243 mg	1
	0.249 g	1
	2450 ml	1
	245 mg	1
	245 individual	1
	245 - 4 cm in any single dimension tissue biopsy	1
	244712	1
	2443827155	1
	244 individual	1
	244 - 4 cm in any single dimension tissue biopsy	1
	2432248	1
	24305372	1
	2430 ml	1
	243 individual	1
	240 mg	1
	243 - 4 cm in any single dimension tissue biopsy	1
	242597	1
	242 mg	1
	242 individual	1
	242 - 4 cm in any single dimension tissue biopsy	1
	2419410826	1
	2410	1
	241 mg	1
	241 individual	1
	241 - 4 cm in any single dimension tissue biopsy	1
	241	1
	24014	1
	22.31 ng/ul	1
	22,3mg	1
	3.920 L	1
	2020 strains	1
	202.95	1
	202 m3	1
	202 individual	1
	202 ?l	1
	202 - 4 cm in any single dimension tissue biopsy	1
	201mg	1
	2019 strains	1
	2018 strains	1
	201766	1
	2017 strains	1
	2016 strains	1
	2015 strains	1
	2015	1
	2014 strains	1
	2013 strains	1
	2012 strains	1
	2011 strains	1
	2010 strains	1
	2010 ml	1
	2010	1
	201.82mg	1
	201.67mg	1
	201.53mg	1
	201.42mg	1
	201.38mg	1
	201.36mg	1
	201.35mg	1
	2020	1
	2021 strains	1
	22 pooled cores (depth 10 cm, diam 5 cm)	1
	2022 strains	1
	205mg	1
	20560	1
	2052	1
	205 m3	1
	205 individual	1
	205 ?l	1
	205 - 4 cm in any single dimension tissue biopsy	1
	204mg	1
	20427	1
	2040 mL	1
	204 m3	1
	204 individual	1
	204 - 4 cm in any single dimension tissue biopsy	1
	203mg	1
	2037793519	1
	203712	1
	2037	1
	20304	1
	203 m3	1
	203 individual	1
	203 - 4 cm in any single dimension tissue biopsy	1
	202mg	1
	0.2564g	1
	2029270866	1
	2025 strains	1
	2024 strains	1
	2023 strains	1
	201.31mg	1
	201.24mg	1
	201.15mg	1
	201.13mg	1
	200.99mg	1
	200.98mg	1
	200.96mg	1
	200.95mg	1
	200.94mg	1
	200.91mg	1
	200.89mg	1
	200.88mg	1
	200.86mg	1
	200.84mg	1
	200.81mg	1
	200.79mg	1
	200.76mg	1
	200.73mg	1
	200.69mg	1
	200.62mg	1
	200.59mg	1
	200.57mg	1
	200.53mg	1
	200.49mg	1
	200.47mg	1
	200.46mg	1
	200.45mg	1
	200.44mg	1
	200.41mg	1
	200.39mg	1
	200.37mg	1
	2000	1
	2000 cells	1
	0.2617 g	1
	2009235902	1
	201.11mg	1
	201.05mg	1
	201.03mg	1
	201 m3	1
	201 individual	1
	201 ?l	1
	201 - 4 cm in any single dimension tissue biopsy	1
	0.258 g	1
	200uL	1
	200ml_thawed_debris	1
	0.25g each sample	1
	2009443333	1
	2009 strains	1
	0.2603 g	1
	2008 strains	1
	2007 strains	1
	2007	1
	2006 strains	1
	2005 strains	1
	2005 mL	1
	2004 strains	1
	2003 strains	1
	2002 strains	1
	2001 strains	1
	2000g	1
	0.26 mg	1
	206 - 4 cm in any single dimension tissue biopsy	1
	206 individual	1
	206 m3	1
	210mg	1
	215 - 4 cm in any single dimension tissue biopsy	1
	214mg	1
	2149025845	1
	2147523kb	1
	214357	1
	2140	1
	214 individual	1
	214 ?l	1
	214 - 4 cm in any single dimension tissue biopsy	1
	0.2512g	1
	213mg	1
	21346 Mb	1
	213 individual	1
	213 ?l	1
	213 - 4 cm in any single dimension tissue biopsy	1
	212mg	1
	21227	1
	2120 mL	1
	212.4L	1
	212 individual	1
	212 bees	1
	212 - 4 cm in any single dimension tissue biopsy	1
	211mg	1
	2112367021	1
	2110	1
	211 individual	1
	211 ?l	1
	215 ?l	1
	215 individual	1
	2151kb	1
	21804	1
	22 individual	1
	22 cm2	1
	22 - 4 cm in any single dimension tissue biopsy	1
	0.2509g	1
	21_cm	1
	2194850695	1
	2190	1
	219 mL	1
	219 individual	1
	219 - 4 cm in any single dimension tissue biopsy	1
	218Mbp	1
	21890 ml	1
	2180 mL	1
	215mg	1
	218 individual	1
	218 - 4 cm in any single dimension tissue biopsy	1
	217512	1
	2175	1
	217 individual	1
	217 ?l	1
	217 - 4 cm in any single dimension tissue biopsy	1
	216656	1
	216626	1
	216 individual	1
	216 ?l	1
	216 - 4 cm in any single dimension tissue biopsy	1
	211 - 4 cm in any single dimension tissue biopsy	1
	2108	1
	2061265801	1
	2105	1
	209Mbp	1
	2097	1
	209135	1
	2090 ml	1
	209.43	1
	209 individual	1
	209 - 4 cm in any single dimension tissue biopsy	1
	208mg	1
	2089740123	1
	2088042kb	1
	208068	1
	20800 ml	1
	2080 ml	1
	2080	1
	208 individual	1
	208 ?l	1
	208 - 4 cm in any single dimension tissue biopsy	1
	207mg	1
	2077850030	1
	2075 mL	1
	20749	1
	2072	1
	207 individual	1
	207 - 4 cm in any single dimension tissue biopsy	1
	206mg	1
	20694 bp	1
	20634	1
	209mg	1
	20: (adults=10; chicks=10)	1
	0.2542g	1
	21.21 ng/ul	1
	2101840344	1
	2100	1
	210 ml	1
	210 individual	1
	210 ?l	1
	210 - 4 cm in any single dimension tissue biopsy	1
	0.2513g	1
	21.62 ng/ul	1
	21.58 ng/ul	1
	21.5	1
	21.48 ng/ul	1
	21.43 ng/ul	1
	21 μl	1
	20_cm	1
	0.2514g	1
	21 pooled cores of 50-mm diam. Samples to 50 mm depth from 20000-m2 area	1
	21 pooled cores (depth 10 cm, diam 5 cm)	1
	21 pieces of feces	1
	21 individual	1
	21 cm2	1
	21 - 4 cm in any single dimension tissue biopsy	1
	0.252 g	1
	0.2522g	1
	20m3	1
	20g total	1
	0.2532g	1
	0.210 L	1
	2500ml	1
	2505	1
	2yd4F_1	1
	2yd4A_2	1
	2yd4A_1	1
	2yd3S_3	1
	2yd3S_2	1
	2yd3S_1	1
