env_package	samp_collect_device	count
	plankton net (10um); biomass harvested by centrifugation	1
	plankton net (10um); biomass harvested by sedimentation	1
	subsurface water 7	1
	plankton net (10um); biomass harvested by filtration	1
	Whole body lysate	1
	Whole cicada collected from field	1
	subsurface water 6	1
	subsurface water 5	1
	WSW onto GFF 0.7um filter	1
	surface sediment kept at 4 degrees, used as inoculum for enrichment at 20degrees for 3 months in column, sliced 2-5cm, flash-frozen	1
	WP2 plankton net	1
	V369FGQ-002ortho	1
	swab-11	1
	V364MS083para	1
	V365MS081para	1
	mix culture after STG-S3 inoculating	1
	swab-10	1
	mix culture after STG-S21 inoculating	1
	V371FGQ-042para	1
	mix of spores derived from streptomyces lab strains, artificial community was incubated in droplets	1
	V371FGQ-055para	1
	swab-1	1
	mix culture after STG-S13 inoculating	1
	swab scraping in annular biofilm reactor	1
	pellet (0483E7 Epower) suspension in PBS	1
	swab scraping from sewer biofilm	1
	swab-12	1
	swab-13	1
	WP2 net	1
	swab-17	1
	n/a	1
sediment	Van Veen grap	1
	V362FGQ-041amber	1
	overlaying turf was removed with shovel, soil was collected until depth of 10 cm	1
	panel trap Spruce Bark Beetle lure	1
	swab-18	1
	moistened swab	1
	swab-14	1
	mixed soil cores, 20 cm depth	1
	swab-16	1
	V363FGQ-048para	1
	mix of spores derived from streptomyces lab strains, artificial community was incubated on plates	1
	V363MS106para	1
	swab-15	1
	miseq	1
	V371FGQ-058para	1
	swab scraping from annular biofilm reactor	1
water	nylon screen sampler	1
	swab bk-dog1	1
	pellet (0483E7 Epower) suspension in enzymatic lysis buffer (mixed for extraction)	1
	Van_veen_grab	1
	Vein blood	1
	Ven Veen grab sampler	1
	Venom-gland dissection	1
	surfaces water, plastic PET bottle	1
	swab bk-ext7	1
	Visual inspection with aids of flashlight and collecting using forcep	1
	Volumetric Spore Trap (Durham)	1
	surface waters, plastic PET bottle	1
	surface sediment kept at 4 degrees, used as inoculum for enrichment at 20degrees for 3 months in column, sliced top 0.5cm, flash-frozen	1
	Voluntarily voided	1
	WGS	1
	Van veen Grab sampler	1
	swab bk-dog2	1
	mini brush	1
	swab bk-dog3	1
	swab bk-dog4	1
	swab bk-dog5	1
	swab bk-dog6	1
	swab bk-dog7	1
	swab bk-ext1-2	1
	V379FGQ-031para	1
	V378MGQ-028para	1
	V374FGQ-035para	1
	V374FGQ-019amber	1
	V373FS089para	1
	V373FGQ-027para	1
	swab bk-ext3-6	1
	swab bk-ext4-5	1
	Zymo_mock_community_PCR_rep_3	1
	Zymo_mock_community_PCR_rep_5	1
	blank	1
	groundwater sampled through 0.2 um filter	1
	a representative sample containing the microbial complexity of the feces	1
	sterile polypropylene 50-mL tubes	1
	push-corers of MBARI miniROV	1
	a ziploc bag	1
	quartz tiles	1
miscellaneous natural or artificial environment	SCUBA	1
	advanced piston corer	1
	a cup on a stick	1
	aerobe | obligate anaerobe	1
	random	1
	gravity sampler equipped	1
	gravity piston sampler	1
	gravity coring	1
	random sampling	1
	a piece of foam plastic	1
	hand net	1
	aerobic chamber	1
	pumped through inline 0.2um polycarbonate sterivex filter	1
host-associated	diver	1
	pumped from small holes drilled in the cover	1
	sterile spoon into 50ml tube	1
	sterile spoon into 2x 1.5ml tubes	1
	['Collected with a clean plastic tub and filtered onto a 0.22 micron pore size Sterivex filter (Millipore)', '']	1
	in situ incubation of crop residues in the rumen	1
	immediately placed in test tube in liquid nitrogen	1
	hook and line, spear	1
	sterile spatula operated by diver	1
	ice core	1
	sterile spatula and tube	1
	sterile scoop	1
	sterile scalpel	1
	human enamel-dentin slabs	1
	grab sampling by bailer	1
	agar plate	1
	Zymo_mock_community_PCR_rep_6	1
	bin4	1
	fruit picked and surface sterilized	1
	fruit picked	1
	frozen metallic core	1
	bin1	1
	bin2	1
	bin3	1
	bin5	1
	baited 30-liter Niskin bottle attached to a lander	1
	sterile glass container	1
	sterile forceps were used to collect the sample from soil	1
	from microcosm serum vials	1
	fluorescence-activated cell sorting	1
water	Pump	1
	flow cell 2-7	1
	basal salt medium containing 1, 4-dioxane	1
	remotely operated vehicle	1
	agar plate with erythromycin	1
water	The water for the metagenomes was collected from below the boundary layer (in crevices and against the benthos) to avoid confounding problems with the water column. The sampling was conducted at the same time of day to help minimize diurnal effects. The water was collected from over ~20 m2 of reef using a modified bilge pump connected to low density polyethylene (LDPE) collapsible bags (19 l; Cole-Parmer, Vernon Hills, IL; Figure S1). 1) A large fraction containing mostly microbes, some small eukaryotes (such as dinoflagellates and protists), and a few VLPs, and 2) a small fraction containing mostly VLPs and some small microbes. To obtain these fractions the seawater was processed through a series of filters. The large eukaryotes were removed by filtering the entire sample through 100 m Nitex, into a barrel lined with a clean, high-density polyethylene bag. The filtrate was then concentrated to ~500 ml on a 100 kDa tangential flow filter (TFF), which captured the unicellular eukaryotes, microbes and VLPs (i.e., the water was removed). During the filtration, pressures were kept below 0.6 bar (10 psi) to ensure that the viruses were not destroyed. The concentrated sample was then passed through 0.45 m Sterivex filters (Millipore, Inc) using a 50 ml syringe. In this step, the large metagenomic fraction consisting of microbial cells was caught on the filter (microbiomes) and the filtrate was the small metagenomic fraction (viromes). All filtrations were performed on the research vessel, and the samples were stored for further processing in the laboratory at SDSU. The Sterivex filters were frozen at −80C. The 0.45 m filtrates (i.e., the virome) were extracted with chloroform to kill any residual cells (10% vol:vol; most viruses are resistant to chloroform) and stored at 4C. The viruses in the small metagenomic fractions (i.e., 0.45 m filtrate treated with chloroform) were purified using cesium chloride (CsCl) step gradients to remove free DNA and any cellular material [29], [30]. Viral DNA was isolated using CTAB/phenol:chloroform extractions and amplified in six to eight 18-hour Genomiphi reactions. These reactions were pooled and purified using silica columns (Qiagen Inc, Valencia, CA). The DNA was then precipitated with ethanol and re-suspended in water at a concentration of approximately 300 ng l−1.	1
	amplicon background	1
	an electrical retrieval method	1
	rayon tipped swab	1
	grab method	1
	grab and gravity core	1
	anoxic	1
water	The water for the metagenomes was collected from below the boundary layer (in crevices and against the benthos) to avoid confounding problems with the water column. The sampling was conducted at the same time of day to help minimize diurnal effects. The water was collected from over ~20 m2 of reef using a modified bilge pump connected to low density polyethylene (LDPE) collapsible bags (19 l; Cole-Parmer, Vernon Hills, IL; Figure S1). 1) A large fraction containing mostly microbes, some small eukaryotes (such as dinoflagellates and protists), and a few VLPs, and 2) a small fraction containing mostly VLPs and some small microbes. To obtain these fractions the seawater was processed through a series of filters. The large eukaryotes were removed by filtering the entire sample through 100 m Nitex, into a barrel lined with a clean, high-density polyethylene bag. The filtrate was then concentrated to ~500 ml on a 100 kDa tangential flow filter (TFF), which captured the unicellular eukaryotes, microbes and VLPs (i.e., the water was removed). During the filtration, pressures were kept below 0.6 bar (10 psi) to ensure that the viruses were not destroyed. The concentrated sample was then passed through 0.45 m Sterivex filters (Millipore, Inc) using a 50 ml syringe. In this step, the large metagenomic fraction consisting of microbial cells was caught on the filter (microbiomes) and the filtrate was the small metagenomic fraction (viromes). All filtrations were performed on the research vessel, and the samples were stored for further processing in the laboratory at SDSU. The Sterivex filters were frozen at −80C. The 0.45 m filtrates (i.e., the virome) were extracted with chloroform to kill any residual cells (10% vol:vol; most viruses are resistant to chloroform) and stored at 4C. The DNA for the microbiomes was isolated from the Sterivex filters by removing the filter membranes and performing DNA extractions using a bead-beating protocol (MoBio, Carlsbad CA).	1
	bacteria grown anaerobically from MLN tissue suspension	1
	glove	1
	approximatly 7.5mL of guano in a 15mL conical and preserved in RNALater	1
	globes, sterile plastic bags	1
water	Sterile pumping device	1
	rectal	1
	backet	1
	in situ vertical pumping system	1
	sterile tube tools	1
	ingrowth core1	1
	Zymo_mock_community_extraction_rep_3	1
	subsample of soil sample, extracted cell community of soil was incubated on plates	1
	plastic carriers	1
	subsample of soil sample, extracted cell community of soil was incubated in droplets	1
	subsample of soil sample, cell community of soil was extracted	1
	Zymo_mock_community_extraction_rep_12	1
	Zymo_mock_community_extraction_rep_2	1
	Zymo_mock_community_extraction_rep_6	1
	subsurface water 10	1
	Zymo_mock_community_extraction_rep_7	1
	submersible ROPOS	1
	Zymo_mock_community_extraction_rep_9	1
	['', '']	1
sediment	manned submersible Shinkai 6500	1
miscellaneous natural or artificial environment	cell scrapers	1
	subsurface water 1	1
	subsurface water 11	1
	production well outflow	1
	subsurface water 17	1
	Zymo_mock_community_PCR_rep_7	1
	Zymo_mock_community_PCR_rep_8	1
	Zymo_mock_community_PCR_rep_9	1
	subsurface water 19	1
	subsurface water 18	1
	Zymo_mock_community_extraction_rep_1	1
	plastic	1
	subsurface water 12	1
	Zymo_mock_community_extraction_rep_10	1
	Zymo_mock_community_extraction_rep_11	1
	subsurface water 16	1
	subsurface water 15	1
	subsurface water 14	1
	subsurface water 13	1
	sub sample	1
miscellaneous natural or artificial environment	bucket	1
	plate paint isolation	1
	ingrowth core6	1
	sterilized forcep and tubes	1
	sterilized corer	1
	insect gut dissection	1
	ingrowth core9	1
	ingrowth core8	1
	ingrowth core7	1
	ingrowth core5	1
	stored in a 50 ml tube	1
	ingrowth core4	1
	ingrowth core3	1
	ingrowth core2	1
	ingrowth core12	1
	ingrowth core11	1
	ingrowth core10	1
	sterilized metal core	1
	prefiltration (0.8L) using 200 m mesh then retained biomass on 0.2 m fraction	1
	pouch with Fe(0)	1
	portable Toilets	1
	portable Toilet	1
	sterivex filter-1	1
	polyvinyl core	1
	polypropylene tube	1
	polyethylene bucket	1
	plating techniques	1
	invitro culture collection	1
water	bucket	1
	isolation of symbiotic bacterium from clover root nodule	1
	sterivex filter-2	1
	plate spreading	1
	sterivex filter-3	1
	stool cage	1
	V232MS091para	1
	10BDB_FW.1	1
	V232MGQ-057amber	1
	9CT_SSL.1	1
	95	1
	96	1
	96-well microplate	1
	97	1
	98	1
	999	1
	9999	1
	99999	1
	9CT_FSB.1	1
	9CT_FSB.2	1
	9CT_FSL.1	1
	9CT_FSL.2	1
	9CT_FW.1	1
	9CT_FW.2	1
	9CT_SSL.2	1
	A167	1
	9CT_SSR.1	1
	9CT_SSR.2	1
	9CT_SW.1	1
	9CT_SW.2	1
	A 10x1x1 meter trench was excavated, samples were collected using cutoff 5 mL syringes exuded into 15 mL Falcon tubes, immediately frozen on dry ice, and stored at -80C (Horizontal)	1
	A. thaliana wild-type ecotypes Wassilewskija (WS2) or derived mutant hmg1-1 were grown in soil , in growing chambers, for 6 weeks under 12-h photoperiod (6 Lumilux tubes T5, Osram) and temperatures were set at 21C during the light phase and 18C during the dark phase. Relative humidity was set to 75%, and light level was set at 250E.	1
	A1	1
	A10	1
	A100	1
	A101	1
	A102	1
	A103	1
	A104	1
	A105	1
	94	1
	93	1
	92	1
	91	1
	83	1
	84	1
	85	1
	8500	1
	86	1
	87	1
	888	1
	8888	1
	88888	1
	89	1
	8= biological replicate 3	1
	8MPa again	1
	8ZT_FSB.1	1
	8ZT_FSB.2	1
	8ZT_FSL.1	1
	8ZT_FSL.2	1
	8ZT_FW.1	1
	8ZT_FW.2	1
	8ZT_SSB.1	1
	8ZT_SSB.2	1
	8ZT_SSL.1	1
	8ZT_SSL.2	1
	8ZT_SW.1	1
	8ZT_SW.2	1
	9 = biological replicate 1	1
	9 = biological replicate 2	1
	9 = biological replicate 3	1
	9 L PE bottle	1
	90	1
	A106	1
	A107	1
	A108	1
	A138	1
	A14	1
	A140	1
	A141	1
	A142	1
	A143	1
	A144	1
	A145	1
	A146	1
	A147	1
	A148	1
	A149	1
	A15	1
	A150	1
	A151	1
	A152	1
	A153	1
	A154	1
	A155	1
	A156	1
	A157	1
	A158	1
	A159	1
	A16	1
	A160	1
	A161	1
	A162	1
	A163	1
	A164	1
	A165	1
	A139	1
	A137	1
	A109	1
	A136	1
	A11	1
	A110	1
	A111	1
	A112	1
	A113	1
	A114	1
	A115	1
	A116	1
	A117	1
	A118	1
	A119	1
	A12	1
	A120	1
	A121	1
	A122	1
	A123	1
	A124	1
	A125	1
	A126	1
	A127	1
	A128	1
	A129	1
	A13	1
	A130	1
	A131	1
	A132	1
	A133	1
	A134	1
	A135	1
	82	1
	81	1
	80um nitex mesh collection	1
	48PXZ_FW.1	1
	49PDC_FSB.1	1
	49PDC_FSB.2	1
	4= biological replicate 3	1
	4PS_FSB.1	1
	4PS_FSB.2	1
	4PS_FSL.1	1
	4PS_FSL.2	1
	4PS_FW.1	1
	4PS_FW.2	1
	4PS_SSB.1	1
	4PS_SSB.2	1
	4PS_SW.1	1
	4PS_SW.2	1
	5 = biological replicate 1	1
	5 = biological replicate 2	1
	5 = biological replicate 3	1
	5 L PE bottle	1
	50 m below surface	1
	500	1
	500 grams of samples beans cocoa were taken during spontaneous cocoa fermentation in different time from process, at 2nd, 4th and 6th days of fermentation	1
	50PXHK_FSB.1	1
	50PXHK_FSB.2	1
	50mL mixed liquor in air-lift reactor for treating digested piggery wastewater and synthetic wastewater	1
	50mL polypropylene tube	1
	50ml conical tube	1
	50ml sample vials	1
	555	1
	5555	1
	55555	1
	48PXZ_FW.2	1
	48PXZ_FSB.2	1
	5XJB_FSB.2	1
	48PXZ_FSB.1	1
	43HK_FSR.2	1
	43HK_FW.1	1
	43HK_FW.2	1
	43HK_SSB.1	1
	43HK_SSB.2	1
	43HK_SSL.1	1
	43HK_SSL.2	1
	43HK_SSR.1	1
	43HK_SSR.2	1
	43HK_SW1.1	1
	43HK_SW1.2	1
	43HK_SW2.1	1
	43HK_SW2.2	1
	4444	1
	44444	1
	44PLK_FSB.1	1
	44PLK_FSB.2	1
	44PLK_FW.1	1
	44PLK_FW.2	1
	45PSS_FSB.1	1
	45PSS_FSB.2	1
	45PSS_FW.1	1
	45PSS_FW.2	1
	46PQX_FW.1	1
	46PQX_FW.2	1
	47PHK_FSB.1	1
	47PHK_FSB.2	1
	47PHK_FW.1	1
	47PHK_FW.2	1
	5XJB_FSB.1	1
	5XJB_FSR.1	1
	8000	1
	7 L PE bottle	1
	70% ethanol, 4 Celsius degrees	1
	7000	1
	73	1
	74	1
	75	1
	76	1
	777	1
	7777	1
	77777	1
	78	1
	79	1
	7LZ_FSB.1	1
	7LZ_FSB.2	1
	7LZ_FW.1	1
	7LZ_FW.2	1
	7LZ_SSB.1	1
	7LZ_SSB.2	1
	7LZ_SSL.1	1
	7LZ_SSL.2	1
	7LZ_SSR.1	1
	7LZ_SSR.2	1
	7LZ_SW.1	1
	7LZ_SW.2	1
	8 = biological replicate 1	1
	8 = biological replicate 2	1
	8 L PE bottle	1
	8 MPa	1
	8 kg composited sediment was collected from the top 25 cm of sediment surface. Water depth was 2.4 - 3.0 m. Van veen sampler.	1
	80	1
	7-mm cork borer	1
	7 = biological replicate 3	1
	5XJB_FSR.2	1
	7 = biological replicate 2	1
	5XJB_FW.1	1
	5XJB_FW.2	1
	5XJB_SSB.1	1
	5XJB_SSB.2	1
	5XJB_SW.1	1
	5XJB_SW.2	1
	5m integrated water sample	1
	5um nitex mesh collection	1
	6 = biological replicate 1	1
	6 = biological replicate 2	1
	6 = biological replicate 3	1
	6 L PE bottle	1
	64 um mesh ring net	1
	666	1
	6666	1
	66666	1
	6YB_FSB.1	1
	6YB_FSB.2	1
	6YB_FSL.1	1
	6YB_FSL.2	1
	6YB_FW.1	1
	6YB_FW.2	1
	6YB_SSB.1	1
	6YB_SSB.2	1
	6YB_SSL.1	1
	6YB_SSL.2	1
	6YB_SW.1	1
	6YB_SW.2	1
	7 = biological replicate 1	1
	A166	1
	A168	1
	43HK_FSL.2	1
	A330	1
	A318	1
	A319	1
	A32	1
	A320	1
	A321	1
	A322	1
	A323	1
	A324	1
	A325	1
	A326	1
	A327	1
	A328	1
	A329	1
	A33	1
	A331	1
	A169	1
	A332	1
	A333	1
	A334	1
	A335	1
	A336	1
	A337	1
	A338	1
	A339	1
	A34	1
	A340	1
	A341	1
	A342	1
	A343	1
	A344	1
	A317	1
	A316	1
	A315	1
	A314	1
	A289	1
	A29	1
	A290	1
	A291	1
	A292	1
	A293	1
	A294	1
	A295	1
	A296	1
	A297	1
	A298	1
	A299	1
	A3	1
	A30	1
	A300	1
	A301	1
	A302	1
	A303	1
	A304	1
	A305	1
	A306	1
	A307	1
	A308	1
	A309	1
	A31	1
	A310	1
	A311	1
	A312	1
	A313	1
	A345	1
	A346	1
	A347	1
	A61	1
	A63	1
	A64	1
	A65	1
	A66	1
	A67	1
	A68	1
	A69	1
	A7	1
	A70	1
	A71	1
	A72	1
	A73	1
	A74	1
	A75	1
	A76	1
	A77	1
	A78	1
	A79	1
	A8	1
	A80	1
	A81	1
	A82	1
	A83	1
	A84	1
	A85	1
	A86	1
	A87	1
	A88	1
	A89	1
	A62	1
	A60	1
	A348	1
	A6	1
	A349	1
	A35	1
	A350	1
	A36	1
	A37	1
	A38	1
	A39	1
	A4	1
	A40	1
	A41	1
	A42	1
	A43	1
	A44	1
	A45	1
	A46	1
	A47	1
	A48	1
	A49	1
	A5	1
	A50	1
	A51	1
	A52	1
	A53	1
	A54	1
	A55	1
	A56	1
	A57	1
	A58	1
	A59	1
	A288	1
	A287	1
	A286	1
	A198	1
	A2	1
	A20	1
	A200	1
	A201	1
	A202	1
	A203	1
	A204	1
	A205	1
	A206	1
	A207	1
	A208	1
	A209	1
	A21	1
	A210	1
	A211	1
	A212	1
	A213	1
	A214	1
	A215	1
	A216	1
	A217	1
	A218	1
	A219	1
	A22	1
	A220	1
	A221	1
	A222	1
	A223	1
	A224	1
	A199	1
	A197	1
	A226	1
	A196	1
	A17	1
	A170	1
	A171	1
	A172	1
	A173	1
	A174	1
	A175	1
	A176	1
	A177	1
	A178	1
	A179	1
	A18	1
	A180	1
	A181	1
	A182	1
	A183	1
	A184	1
	A185	1
	A186	1
	A187	1
	A188	1
	A189	1
	A19	1
	A190	1
	A191	1
	A192	1
	A193	1
	A194	1
	A195	1
	A225	1
	A227	1
	A285	1
	A257	1
	A259	1
	A26	1
	A260	1
	A261	1
	A262	1
	A263	1
	A264	1
	A265	1
	A266	1
	A267	1
	A268	1
	A269	1
	A27	1
	A270	1
	A271	1
	A272	1
	A273	1
	A274	1
	A275	1
	A276	1
	A277	1
	A278	1
	A279	1
	A28	1
	A280	1
	A281	1
	A282	1
	A283	1
	A284	1
	A258	1
	A256	1
	A228	1
	A255	1
	A229	1
	A23	1
	A230	1
	A231	1
	A232	1
	A233	1
	A234	1
	A235	1
	A236	1
	A237	1
	A238	1
	A239	1
	A24	1
	A240	1
	A241	1
	A242	1
	A243	1
	A244	1
	A245	1
	A246	1
	A247	1
	A248	1
	A249	1
	A25	1
	A250	1
	A251	1
	A252	1
	A253	1
	A254	1
	43HK_FSR.1	1
	43HK_FSL.1	1
	A90	1
	20 micron net tow	1
	1SG_FSR.1	1
	1SG_FSR.2	1
	1SG_FW.1	1
	1SG_FW.2	1
	1SG_SSB.1	1
	1SG_SSB.2	1
	1SG_SSR.1	1
	1SG_SSR.2	1
	1SG_SW.1	1
	1SG_SW.2	1
	2 = biological replicate 1	1
	2 = biological replicate 2	1
	2 = biological replicate 3	1
	2.5L schindler sampler	1
	20-30 cm deep away fromthe ground surface	1
	24XLJ_FW.1	1
	200um nitex mesh collection	1
	201 micron plankton net	1
	202 micron plankton net	1
	203 micron plankton net	1
	204 micron plankton net	1
	205 micron plankton net	1
	206 micron plankton net	1
	207 micron plankton net	1
	208 micron plankton net	1
	209 micron plankton net	1
	20L Niskin bottle	1
	20WHU_FSL.1	1
	20WHU_FSL.2	1
	20WHU_FSR.1	1
	1SG_FSB.2	1
	1SG_FSB.1	1
	100000	1
	1: CN Filter | 2: GF Filter	1
	17WH_SSR.2	1
	17WH_SW.1	1
	17WH_SW.2	1
	18JJ_FSL.1	1
	18JJ_FSL.2	1
	18JJ_FSR.1	1
	18JJ_FSR.2	1
	18JJ_FW.1	1
	18JJ_FW.2	1
	18JJ_SSB.1	1
	18JJ_SSB.2	1
	18JJ_SSL.1	1
	18JJ_SSL.2	1
	18JJ_SSR.1	1
	18JJ_SSR.2	1
	18JJ_SW.1	1
	18JJ_SW.2	1
	19DT_FSL.1	1
	19DT_FSL.2	1
	19DT_FW.1	1
	19DT_FW.2	1
	19DT_SSB2.1	1
	19DT_SSB2.2	1
	19DT_SSB5.1	1
	19DT_SSB5.2	1
	19DT_SSL.1	1
	19DT_SSL.2	1
	19DT_SW.1	1
	19DT_SW.2	1
	20WHU_FSR.2	1
	20WHU_FW.1	1
	20WHU_FW.2	1
	2222	1
	22NJ_FSL.1	1
	22NJ_FSL.2	1
	22NJ_FW.1	1
	22NJ_FW.2	1
	22NJ_SSB.1	1
	22NJ_SSB.2	1
	22NJ_SSL.1	1
	22NJ_SSL.2	1
	22NJ_SSR.1	1
	22NJ_SSR.2	1
	22NJ_SW.1	1
